"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","49/4011","82/9370",0.597560975609756,1.3959477291108,3.11540671217106,0.00141589331614459,0.00732933010710138,0.00451507775736509,"3823/3119/3821/3458/5720/3120/3824/8302/3115/6892/5641/3112/3117/3118/3113/6891/115653/567/3105/3108/3127/55080/4801/6890/5721/972/1514/3811/3813/5993/1520/3135/3123/821/3126/3308/925/4261/3109/3111/3133/3122/4800/1508/811/3107/3106/3134/3320",49
"Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","57/4011","98/9370",0.581632653061224,1.35873796040481,3.08840845656802,0.00149992055976699,0.00765176865272436,0.00471370915807781,"10109/5336/8612/55616/5321/7408/57180/5788/10092/5580/4067/85477/10000/8936/2214/8613/10095/5879/3984/5880/2934/65108/273/23396/2213/10097/7409/1785/27040/3635/2209/2212/6850/7454/10094/10093/5295/81873/8853/3055/382/6198/5293/10552/10163/7410/5578/1399/653361/8877/255189/8395/653857/5338/5058/56848/50807",57
"Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","39/4011","63/9370",0.619047619047619,1.44614215668816,3.07375856621166,0.00169746908408524,0.00853584453711433,0.00525832528303095,"80326/2735/6934/2535/83439/578/8313/64399/581/2736/8324/1647/7476/1499/7976/8643/8325/51684/7479/1643/652/1856/324/6608/7484/10912/374654/51176/4616/1857/8321/1026/7477/5727/2737/7157/7474/7483/54361",39
"Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","40/4011","65/9370",0.615384615384615,1.43758510250657,3.06261277424716,0.00174914382125699,0.00867181162087971,0.00534208490999169,"1606/8612/8694/7920/80339/8613/8527/5408/231/84513/5407/154141/2717/5406/160851/150763/57016/129642/9388/11343/9663/56894/223/196051/2713/1609/55326/1056/26007/132158/56895/501/224/9162/80168/23175/10555/2710/441282/64900",40
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","32/4011","50/9370",0.64,1.49508850660683,3.03662359553934,0.00199626250197236,0.00975950556519819,0.00601213560535534,"3606/4035/3458/6382/7059/3043/3683/100528032/7040/1378/1379/3040/3689/4233/4615/1440/958/3569/7043/7097/3820/3039/1311/7042/7099/3576/7058/5175/3082/948/2994/2993",32
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","93/4011","173/9370",0.53757225433526,1.25580952957402,2.93797265507696,0.00222319787685614,0.0105994525698178,0.00652956707351214,"5970/3606/8743/3838/5646/60/3119/292/23430/7297/578/728343/56001/3458/6352/8517/10000/4599/3120/834/4939/581/3455/3115/29108/3460/7113/4790/3112/3117/3118/3113/5371/896/4615/317/7187/148022/64499/7177/5644/6041/7514/2033/3108/29110/3127/8717/4600/355/4938/10379/3569/3552/8766/3459/51284/8772/9641/836/3551/841/1021/637/291/8795/6772/91543/5295/3627/4940/3123/103/3126/11100/3665/7099/5293/5578/55916/4261/3109/3111/3576/3122/6773/402569/56649/5610/3661/293/23586/3717",93
"Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","26/4011","39/9370",0.666666666666667,1.55738386104878,3.01754440957747,0.00222829400615487,0.0105994525698178,0.00652956707351214,"10797/2731/1491/875/6472/25902/4143/275/29958/10840/55349/4144/7298/471/27232/2618/27430/10841/1757/200895/23743/1719/191/160428/501/441024",26
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","42/4011","70/9370",0.6,1.4016454749439,2.91797452560215,0.00271441855355708,0.0127396710780279,0.00784800311624924,"27306/2941/2944/2947/1559/7364/1558/2950/1545/10720/2939/2938/64816/1549/873/10/2052/6818/4259/1562/3290/1577/221357/9/54657/54576/54600/54575/54658/54578/54659/54577/54579/5743/445329/79799/1571/1576/2940/373156/1557/2946",42
"Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","113/4011","216/9370",0.523148148148148,1.22211372429523,2.85711609490751,0.00277444185032741,0.0128500464646743,0.00791599752309482,"1573/5970/3606/30001/2353/7494/468/8743/840/1559/91860/4217/9451/4688/817/4067/6352/8517/10000/1558/2081/9619/5601/4312/834/5608/581/598/5879/6258/5468/10333/7184/5908/29108/1549/4790/3845/6714/2920/27035/805/4615/317/7187/148022/7409/4318/7436/29110/818/6885/958/23236/163688/4893/355/387/3569/2919/3654/9641/4773/3708/836/7097/177/23643/4973/3551/841/5535/2921/637/9138/8795/19/5295/5606/801/1555/1536/3308/3665/5530/7099/5293/7410/5578/5532/3329/3576/653361/4780/6300/9475/5330/338/815/929/7157/948/3725/3661/5906/57534/4689/1535/5600/7186/3320/5452/3717",113
"Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","57/4011","100/9370",0.57,1.33156320119671,2.88374947795631,0.00284001849620767,0.0129722028843625,0.00799124938450558,"7852/3606/1436/8743/5473/10563/8764/3559/3561/6352/6372/4049/6364/2829/4283/6387/6360/1237/729230/10344/6369/1232/6361/2920/1236/1524/1234/6346/56477/6362/6356/3569/2919/1233/6354/53833/1230/2921/3560/8809/8795/8740/643/6374/3627/6367/3588/7133/5196/3576/2826/8807/3572/3570/1435/2833/9547",57
"Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","54/4011","94/9370",0.574468085106383,1.34200098664842,2.8829823774783,0.00287452223005759,0.0129722028843625,0.00799124938450558,"5598/5970/2353/3458/6372/9618/8517/5601/112744/4312/3934/6364/23765/7184/6361/4790/257397/2920/5597/3605/7187/1994/4318/1051/2354/29110/6885/1440/8717/6356/3569/2919/6354/8772/9641/836/727897/3551/841/2921/3567/5743/6374/3627/225689/4586/3576/4322/6300/3725/3727/5600/7186/3320",54
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","44/4011","75/9370",0.586666666666667,1.37049779772293,2.7869080332276,0.00397565486245,0.0176082518422492,0.0108471886348784,"10848/891/983/3732/581/898/598/51246/64065/3486/1647/143686/896/317/92344/1029/1643/9540/51512/900/355/9133/836/5728/901/10912/841/1021/637/8795/6241/4616/894/25946/7161/1026/84883/472/7249/5268/7157/1111/2810/5366",44
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","46/4011","79/9370",0.582278481012658,1.36024666344767,2.78171962639294,0.00400187541869299,0.0176082518422492,0.0108471886348784,"29785/27306/2941/2944/2947/1559/7364/128/2950/218/1545/10720/2939/2938/222/1549/873/2052/130/4259/3290/27294/126/1577/221357/54657/54576/54600/54575/54658/54578/54659/54577/54579/124/125/79799/1555/1571/221/1576/2940/373156/1645/131/2946",46
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","84/4011","157/9370",0.535031847133758,1.24987494580985,2.7315117655481,0.00419425048960829,0.01816715877871,0.0111914913529134,"80326/7533/10413/55233/332/7529/5515/7159/6934/60/55844/50855/2535/83439/3398/8313/1490/653/2736/8324/2246/4609/7040/4771/3397/7476/374/1499/5499/3689/7976/896/9113/8325/6657/1742/85409/85407/8945/5590/7479/84962/652/1856/4092/655/324/268/1496/7043/7484/330/7532/5519/9231/51176/894/1857/286204/122786/56288/8321/7042/7161/26524/4086/7477/1740/353500/656/8994/102800317/6788/5584/29119/7046/7474/126374/7483/54361/1495/151449/10207/25937",84
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","127/4011","248/9370",0.512096774193548,1.19629687713626,2.71034932583162,0.00423212221549494,0.01816715877871,0.0111914913529134,"10109/5970/3606/2353/5878/10382/8743/57180/5788/840/10092/6934/3071/7278/60/6281/7846/83439/578/11035/302/79659/7277/1781/27128/8517/10000/4633/5601/1434/5287/10095/834/5608/581/10398/5879/4609/51164/338382/84617/10333/4636/7184/29108/1499/4790/257397/5063/4615/10097/29109/203068/6237/89953/1785/55845/79026/10627/6885/8717/399/7295/29895/197259/8655/26084/387/3569/3654/10381/6993/9267/7100/8772/836/7097/23643/330/6990/10392/3551/841/10094/84790/5898/10093/51176/8795/1780/64837/81027/113146/10121/5606/81873/63916/382/7099/5293/10552/103910/3576/3839/6300/9475/653857/9265/929/5058/3799/84516/5294/391/3725/4671/7879/2316/347688/79792/8976/9842/5600/7186/4646/10006/3320",127
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","80/4011","149/9370",0.536912751677852,1.25426888138157,2.70662698601811,0.00453906767155563,0.01910356700464,0.0117683457026191,"2205/1606/5336/8612/3815/183/5321/111/27128/1950/10000/2207/2206/3630/6464/8613/57121/8527/2149/2917/10161/5156/3845/23396/2846/554/26052/6237/1785/23566/2534/160851/56034/23236/53358/4893/23533/109/387/9267/6850/80310/4254/10672/5898/5295/56894/146850/2885/113/382/5293/22808/5578/2768/25759/399694/3576/1609/55326/8877/255189/8395/5330/9265/2911/7249/5338/5294/56895/56848/3643/196883/9162/2185/1956/5899/10555/5154/6009",80
"Human Diseases","Substance dependence","hsa05034","Alcoholism","100/4011","191/9370",0.523560209424084,1.22307633066658,2.69465743892718,0.00455880576247091,0.01910356700464,0.0117683457026191,"8350/2790/468/55506/627/91860/8352/111/85236/1644/8349/2904/2788/8334/6464/55766/10681/9759/2782/3020/814/10013/4852/2793/3845/8968/8363/8362/723790/8337/5569/5499/255626/805/8361/8332/5567/1812/121504/9734/8367/8355/3013/2354/8370/554313/55315/6571/3012/53358/163688/4893/9555/8353/85235/8358/8356/3017/8351/8330/135/2905/8369/801/4915/3014/2775/5566/2885/8969/8336/1388/2903/59345/25759/54331/399694/286436/8341/8343/440689/440686/4128/8357/55869/8344/64764/8331/8359/2902/8368/8329/55970/2906/3021/8360/79885/2773/2784/2771",100
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","166/4011","333/9370",0.498498498498498,1.16453027447792,2.64476366529261,0.00497199505818971,0.0205899089468562,0.0126839750091279,"80326/4242/3688/5970/5663/10474/5515/6934/55844/8638/50855/2535/7297/83439/529/578/245972/8313/5734/3694/1950/7148/8517/10000/3918/3693/4599/6908/7059/3915/5925/1284/22801/581/898/8324/3655/182/3455/1978/537/3680/7476/1101/1499/4790/5529/54626/3845/1292/11317/7976/5526/896/4855/3678/7187/5567/148022/8325/5315/1299/2033/3105/3659/29110/1287/1298/3685/5590/7479/9114/8717/527/3675/1856/890/4600/4893/355/1282/10379/3280/324/6696/3695/7448/1869/9636/8772/55012/9641/7484/3909/836/9296/3912/5728/284217/5519/3551/841/1021/84441/5829/5743/5525/1311/6772/245973/1278/894/1857/5295/3135/3690/535/2335/56288/23493/8321/5566/2885/6198/5293/9223/1026/7477/3673/1740/1291/3133/23462/1293/6773/472/5610/3676/7058/8515/7249/5584/1277/3910/4854/7157/64764/3661/3107/3106/3913/3914/7474/1956/3672/84667/3691/3134/528/7483/51382/54361/7337/6009/10207/23352",166
"Cellular Processes","Transport and catabolism","hsa04142","Lysosome","127/4011","249/9370",0.51004016064257,1.1914924720072,2.64948352414425,0.00504405196517406,0.0206454219969915,0.0127181726416873,"1510/4864/114880/2517/54982/1777/55283/5660/58528/1511/529/245972/1515/1512/2548/968/1075/1174/10717/23557/23335/2629/26031/8905/3423/4125/6845/255231/537/5641/57192/8906/256471/3482/79158/1513/9516/8372/23230/23163/57521/200576/23457/1522/24141/3920/4286/2717/55315/10577/114879/9114/527/2720/5538/55330/51311/9559/51296/23461/7030/51284/7805/9296/1514/64121/3988/130340/121260/55353/57707/1520/245973/10239/282991/23503/535/22901/4891/164/1200/1521/9885/4668/23062/10947/5476/23431/9476/151556/28962/1497/84335/23659/54785/1509/206358/8649/2799/219931/26503/1213/64223/427/1508/26088/161/6556/162/1212/11182/1175/729991/114881/7879/8692/2581/1173/528/768239/51382/2647/2760/9842/9907/1519/285641",127
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","23/4011","35/9370",0.657142857142857,1.53513552017666,2.74392168347321,0.00521169751977957,0.0209879531146275,0.0129291816435803,"80201/3098/231/5211/229/197258/5214/4351/6652/230/226/29925/57016/7264/5209/5210/51171/5213/26007/57103/55556/3795/441282",23
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","84/4011","158/9370",0.531645569620253,1.241964344887,2.65359124219951,0.00524698827865687,0.0209879531146275,0.0129291816435803,"57082/23594/7533/113130/5347/7529/5515/891/699/9212/1022/8697/983/9126/991/1874/6502/701/10744/5925/898/994/4609/1030/7040/1647/7272/5111/5529/1875/9184/90381/27085/5526/896/4173/1871/2033/1870/1029/4998/10403/890/25/7709/9133/9232/4172/1869/7043/1032/4175/4085/4176/7532/5519/10912/1021/151648/4616/5525/894/157570/5001/7042/10735/1026/5000/23063/119504/472/990/8555/51343/55869/23244/7157/9319/1111/7027/26271/81620/2810/8379",84
"Organismal Systems","Digestive system","hsa04976","Bile secretion","51/4011","90/9370",0.566666666666667,1.32377628189147,2.67007444410962,0.00541205897670607,0.0212979301041197,0.0131201363679685,"6343/366/57552/111/7364/477/8431/486/6523/949/8714/10720/1080/343/6344/6550/2052/5567/123264/10998/6513/481/109/483/10864/10257/54657/54576/54600/54575/54658/54578/54659/54577/54579/79799/5566/113/6548/8671/57835/570/1576/358/478/5244/196883/115072896/28234/9376/476",51
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","82/4011","154/9370",0.532467532467532,1.24388451239611,2.64000300460293,0.00547095684700831,0.0212979301041197,0.0131201363679685,"5598/2353/5997/5321/57118/91860/6093/3770/60/111/6262/4638/817/778/1827/952/2002/3710/4660/784/4659/10398/814/3845/6714/5499/805/3759/93589/776/5567/775/27091/59283/818/23236/163688/4893/23533/109/387/781/4773/3708/57172/5535/5743/3762/801/146850/2775/5566/55799/5530/113/4637/27092/1938/1026/782/5578/5532/2982/5563/785/3709/255189/53632/4776/9475/5330/815/783/5294/3725/4878/196883/2776/1956/2773/2771/6263",82
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","116/4011","226/9370",0.513274336283186,1.19904775142694,2.62044143936738,0.00553440478011741,0.0212979301041197,0.0131201363679685,"5970/2735/2353/2492/493/627/91860/6093/111/6262/817/1129/7434/778/477/2904/5732/3351/117/10000/486/64091/64399/64411/5601/4659/489/10398/5465/2149/1395/5879/1080/3972/5880/814/6750/4852/5908/4790/2890/8310/5499/805/338442/122876/51196/10846/776/5567/775/1812/7409/6237/2740/2867/2033/818/170589/163688/481/109/483/387/5142/268/2550/488/10257/1909/135/2905/56670/5295/801/5566/113/5293/6548/7410/2903/11149/3776/5727/5140/9475/2693/5733/815/4301/610/478/5338/5058/2737/3991/2641/153/64764/3725/4878/196883/5906/5443/2902/6752/4886/7074/476/5144/491/1908/2906/2773/2893/2771",116
"Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","24/4011","37/9370",0.648648648648649,1.51529240534476,2.71690868896168,0.00556650445903129,0.0212979301041197,0.0131201363679685,"2954/1621/3242/1644/128/218/222/314/130/1638/126/4282/7306/124/125/220074/120356740/221/4128/7173/316/259307/131/2806",24
"Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","77/4011","144/9370",0.534722222222222,1.24915163854954,2.6065696880508,0.00606252343501896,0.0229463252594266,0.0141355951059865,"718/5970/714/6934/6720/4217/713/83439/728/8517/10000/5601/23765/128/5608/5465/719/1499/4790/257397/2920/8310/3605/4615/9370/7187/148022/130/720/100293534/721/29110/50507/6885/8717/355/3569/2919/727/3654/126/8772/32/9641/23417/836/23643/34/3551/841/2921/51176/712/124/125/5606/9663/79966/223/1571/7099/2309/717/31/3576/5563/53632/6300/929/126129/3661/501/224/23175/64900/131/5600",77
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","149/4011","298/9370",0.5,1.16803789578659,2.55032141550758,0.00655816547042854,0.0245582366552218,0.0151285788007646,"7852/3606/1436/8995/10148/10913/1439/8743/5473/10563/3624/7292/8764/3559/3566/27302/23529/10673/2056/3561/3458/9235/8741/6352/92/6372/9180/4049/9518/5618/112744/944/6364/3556/23765/2829/4283/653/6387/1442/6360/3455/1237/729230/10344/6369/7040/1232/6361/3460/338376/27242/2920/3605/1896/3581/1236/608/1443/58191/8792/130399/3594/3575/1524/1234/149233/939/51330/6346/943/1440/1438/56477/3623/3604/652/6362/958/355/6356/655/3569/2919/4982/3595/3552/1233/10220/6354/268/90/3459/23495/7043/3574/115650/53833/9966/269/3976/1230/2921/3554/3560/8809/3567/2689/8795/50615/8740/643/6374/3597/3603/3627/6367/3588/84957/3977/7042/8784/7133/7850/26525/5196/94/768211/3563/353500/656/3576/2826/8807/3572/8718/3557/4050/2690/3570/8771/55504/7046/1435/2833/8744/3601/151449/9547",149
"Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","20/4011","30/9370",0.666666666666667,1.55738386104878,2.64528610577226,0.00713214294273766,0.0264264664825648,0.0162794620078001,"5970/8517/6472/8714/10057/4790/2350/7298/2348/471/3569/2618/2356/3551/10257/200895/2352/1719/6573/8836",20
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","35/4011","59/9370",0.593220338983051,1.38580767296714,2.57175607921942,0.00763306966684297,0.0279021023834558,0.0171884960855021,"27306/2941/2944/493869/2947/5226/3418/51056/2950/2937/2939/2938/2877/4259/2686/124975/6723/290/221357/6241/10314/6611/2882/2936/2876/2687/2940/2730/373156/2879/2878/79094/2946/257202/79017",35
"Human Diseases","Immune disease","hsa05310","Asthma","21/4011","32/9370",0.65625,1.5330497382199,2.61304483038381,0.00768893162271368,0.0279021023834558,0.0171884960855021,"2205/3119/2207/6037/2206/3120/3115/3112/3117/3118/3113/3108/3127/958/6356/3567/3123/3126/3109/3111/3122",21
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","39/4011","67/9370",0.582089552238806,1.35980531151274,2.55696352579066,0.00777613334632607,0.027930601407212,0.0172060523022897,"84532/5230/5106/2023/128/80201/1737/218/3098/222/5160/5211/229/5315/130/5214/3939/5236/3945/92483/669/55276/230/126/226/2821/2026/124/125/223/5213/5223/221/57818/441531/387712/501/224/131",39
"Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","30/4011","50/9370",0.6,1.4016454749439,2.463491092967,0.0105146696521023,0.0366798077532519,0.0225958145848382,"54498/113451/79814/384/2628/6303/1610/112849/29920/112483/548596/1159/58510/51056/4842/112817/26/6723/4942/2593/6611/262/223/5033/5625/4128/501/224/383/2806",30
"Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","43/4011","76/9370",0.565789473684211,1.32172709260061,2.43626299325095,0.0105246039292001,0.0366798077532519,0.0225958145848382,"9992/91860/60/111/4638/817/477/887/3710/7430/1080/6750/805/3759/5567/1131/495/818/3773/23236/163688/481/54207/109/483/3708/801/5566/113/6548/5578/115111/3776/3709/5330/815/478/196883/2776/6752/476/2773/2771",43
"Human Diseases","Cancer: specific types","hsa05214","Glioma","43/4011","76/9370",0.565789473684211,1.32172709260061,2.43626299325095,0.0105246039292001,0.0366798077532519,0.0225958145848382,"5336/57118/91860/817/578/1950/10000/6464/5925/581/1647/814/5156/3845/805/7039/1871/1870/3480/1029/818/1643/53358/163688/4893/1869/57172/5728/10912/1021/4616/5295/801/2885/5293/1026/5578/25759/399694/815/7157/1956/5154",43
"Environmental Information Processing","Signal transduction","hsa04340","Hedgehog signaling pathway","33/4011","56/9370",0.589285714285714,1.37661609146276,2.44543340578573,0.0108039001041268,0.037284047418163,0.0229680435650167,"23432/57758/2735/409/64399/23288/2736/57467/132884/57154/8643/23295/5567/51684/8945/6608/374654/1456/894/408/5566/2121/5727/102800317/1954/1455/53944/2737/84976/3549/64750/11127/156",33
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","57/4011","105/9370",0.542857142857143,1.26815542971115,2.39050471591842,0.0113205358126779,0.0386876563695399,0.0238327069740587,"5970/5336/91860/5580/8517/10000/2207/5601/3710/9261/4791/834/8844/868/6361/29108/4790/3845/6714/805/6237/3659/1959/64170/163688/4893/10379/387/3569/9641/4773/3708/6850/3551/841/5535/64581/5743/6772/5295/30835/801/6367/5530/5293/22808/5532/6773/3709/6300/4776/338339/5058/3725/4046/8915/5600",57
"Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","127/4011","254/9370",0.5,1.16803789578659,2.34883768713627,0.0114381644821355,0.0387137874779969,0.0238488044870436,"7852/5336/93129/8913/493/55283/57118/91860/2277/292/6262/5153/3270/4638/817/1129/778/2904/1950/887/7134/7424/952/2668/3357/3710/10105/4842/489/2246/2149/444/255231/814/4486/57192/5156/2260/57105/805/90550/113026/9127/2324/51196/4233/776/5567/5023/775/7039/2255/1812/1131/9965/8822/5026/818/3363/56034/23236/163688/109/57620/6915/4773/3708/2264/57172/5724/3707/80310/6546/488/4485/5535/5255/80271/291/5137/5136/1909/135/2905/5261/801/2769/4915/3356/2925/5566/5530/113/5578/5532/774/2903/2066/1139/89832/8877/777/3709/10345/4776/5330/5027/219931/5733/2911/815/3082/153/6543/56848/196883/2776/2902/2254/2185/1956/5154/491/26281/2906/293/6263",127
"Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","25/4011","41/9370",0.609756097560976,1.42443645827633,2.3562324655516,0.0143904112682805,0.0482421406327117,0.0297185435715868,"2731/1491/2628/1610/63826/875/6472/275/29958/29968/10993/55349/23464/314/669/27232/1757/211/2593/212/5223/4128/441531/132158/501",25
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","91/4011","178/9370",0.51123595505618,1.19428593838853,2.26400527584242,0.0146967761805902,0.0484860517647202,0.0298687998311374,"5176/80326/5663/1501/80319/6934/9620/6425/2535/83439/817/8313/1459/84445/4041/27123/4920/5601/8840/8324/5467/5879/4609/5880/59352/22943/7476/1499/147495/7090/7976/896/2487/5567/8325/2033/144165/85409/85407/8945/818/6885/25805/7479/4316/1856/1460/23236/387/324/6423/7091/7484/4773/8549/29964/8607/5535/81839/51176/894/440193/1857/8321/5566/5530/55366/7477/5578/5532/164284/7088/102800317/4776/9475/5330/815/57216/4163/7157/3725/51701/6424/7474/6907/79718/4007/7483/54361/79816/57680",91
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","39/4011","69/9370",0.565217391304348,1.32039066480223,2.31084410915688,0.014738657780753,0.0484860517647202,0.0298687998311374,"183/91860/111/5153/5734/778/5732/117/3710/805/3759/776/5567/775/22802/23236/163688/3708/5535/5137/5136/1909/801/5566/5530/5532/2982/3778/3709/5140/358/5330/1508/153/4878/2776/1908/2773/2771",39
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","66/4011","125/9370",0.528,1.23344801795064,2.27312234781303,0.0149368229122608,0.0486829783807018,0.0299901122799778,"2205/5970/5515/6093/4217/55844/140/79603/10000/2207/5601/2206/581/5879/5880/4790/5529/3845/171546/10558/166929/5526/94103/2534/5590/8717/23236/4893/387/6610/29095/55012/5728/5519/9517/10672/637/5525/5295/94101/5293/5578/130367/2768/165679/253782/9294/8877/1509/6300/9475/5330/1903/427/91012/5338/8560/7157/8879/56848/2776/204219/5600/2773/7186/2771",66
"Organismal Systems","Digestive system","hsa04978","Mineral absorption","35/4011","61/9370",0.573770491803279,1.34037135582067,2.30726500424904,0.0151652277288655,0.0488982005248824,0.0301226952994192,"30061/493/475/477/4494/486/7421/6523/115019/540/4493/79901/7018/7779/6550/26872/4490/261729/2512/6569/481/483/55503/6546/4891/9843/538/4501/55630/478/645745/4496/6543/476/491",35
"Metabolism","Lipid metabolism","hsa00600","Sphingolipid metabolism","32/4011","55/9370",0.581818181818182,1.35917136964257,2.31112107482929,0.0152806876640258,0.0488982005248824,0.0301226952994192,"8612/9514/5660/79603/55512/2629/8613/55331/10825/2531/10558/7357/166929/2717/2720/6610/9517/9331/9334/130367/253782/8877/427/91012/8560/8879/56848/2581/768239/339221/2760/204219",32
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","53/4011","98/9370",0.540816326530612,1.2633879280957,2.26753116277622,0.0156166303175296,0.0495230078537875,0.0305075945510773,"5587/8913/51305/183/493/468/57118/91860/4929/111/817/778/477/3710/949/814/805/776/5567/775/818/3284/23236/163688/481/109/483/221955/3777/3708/57172/23683/3762/801/5566/113/1388/5578/3709/5330/815/478/466/3991/3164/64764/4878/196883/2776/5443/476/491/1589",53
